Asset1,Asset2,Cat1,Cat2,Intra_Inter,Corr_Lag0,Corr_Lag-4,Corr_Lag-3,Corr_Lag-2,Corr_Lag-1,Corr_Lag+1,Corr_Lag+2,Corr_Lag+3,Corr_Lag+4,Best_Lag,Best_Corr,Best_AbsCorr,Lag_Gain,Leader,Follower,Lead_Weeks
AUDUSD,GBPUSD,FX_G10,FX_G10,Intra,0.5968,0.0132,-0.0335,0.0088,-0.1257,-0.0295,-0.0535,-0.0208,-0.0507,0,0.5968,0.5968,0.0,Contemporain,Contemporain,0
AUDUSD,GOLD,FX_G10,Commodites,Inter,0.3473,-0.0341,0.048,-0.0841,0.0824,-0.0774,0.0791,-0.0839,0.003,0,0.3473,0.3473,0.0,Contemporain,Contemporain,0
AUDUSD,COPPER,FX_G10,Commodites,Inter,0.4287,0.0095,-0.0574,0.0057,0.035,0.001,0.0269,0.0119,-0.0627,0,0.4287,0.4287,0.0,Contemporain,Contemporain,0
AUDUSD,NAT_GAS,FX_G10,Commodites,Inter,0.106,-0.0089,-0.0604,-0.0104,-0.0401,0.0801,-0.0306,-0.0533,0.0071,0,0.106,0.106,0.0,Contemporain,Contemporain,0
AUDUSD,NZDUSD,FX_G10,FX_G10,Intra,0.834,0.011,-0.0122,0.0362,-0.0704,-0.0603,0.0413,-0.0106,-0.0339,0,0.834,0.834,0.0,Contemporain,Contemporain,0
AUDUSD,PLATINUM,FX_G10,Commodites,Inter,0.4236,-0.0355,0.0359,-0.009,0.0311,-0.0639,0.0194,0.0248,-0.0093,0,0.4236,0.4236,0.0,Contemporain,Contemporain,0
AUDUSD,SILVER,FX_G10,Commodites,Inter,0.4238,-0.0415,-0.0168,-0.0463,0.081,-0.0413,0.0422,-0.027,0.0062,0,0.4238,0.4238,0.0,Contemporain,Contemporain,0
AUDUSD,USDCAD,FX_G10,FX_G10,Intra,-0.749,0.0325,0.0186,-0.063,0.0084,0.098,-0.0194,0.0411,-0.0052,0,-0.749,0.749,0.0,Contemporain,Contemporain,0
AUDUSD,USDCHF,FX_G10,FX_G10,Intra,-0.4728,-0.0192,0.0031,0.0527,0.0911,0.0562,-0.0216,-0.0437,0.0098,0,-0.4728,0.4728,0.0,Contemporain,Contemporain,0
AUDUSD,USDJPY,FX_G10,FX_G10,Intra,-0.3301,-0.0172,-0.0109,-0.0144,0.0116,0.0308,0.0204,-0.0389,0.0353,0,-0.3301,0.3301,0.0,Contemporain,Contemporain,0
AUDUSD,USDNOK,FX_G10,FX_G10,Intra,-0.2584,0.0004,-0.0555,0.0803,-0.0907,0.0102,-0.1222,0.0152,0.0231,0,-0.2584,0.2584,0.0,Contemporain,Contemporain,0
AUDUSD,USDSEK,FX_G10,FX_G10,Intra,-0.6679,-0.012,-0.0013,-0.0144,0.053,0.0952,-0.0529,0.0011,0.0115,0,-0.6679,0.6679,0.0,Contemporain,Contemporain,0
AUDUSD,ASX200,FX_G10,Indices,Inter,0.3291,-0.0888,0.0101,0.0374,0.0305,0.0951,0.0084,-0.1014,0.018,0,0.3291,0.3291,0.0,Contemporain,Contemporain,0
AUDUSD,DOWJONES,FX_G10,Indices,Inter,0.4522,-0.0746,0.0259,0.0609,0.023,-0.0113,0.0285,-0.0387,-0.0502,0,0.4522,0.4522,0.0,Contemporain,Contemporain,0
AUDUSD,CAC40,FX_G10,Indices,Inter,0.3126,-0.0836,0.0243,-0.0056,0.1046,-0.0418,0.0238,-0.0347,-0.0647,0,0.3126,0.3126,0.0,Contemporain,Contemporain,0
AUDUSD,FTSE100,FX_G10,Indices,Inter,0.3096,-0.1232,0.0649,-0.0074,0.1672,-0.02,0.0415,-0.0359,-0.0236,0,0.3096,0.3096,0.0,Contemporain,Contemporain,0
AUDUSD,DAX,FX_G10,Indices,Inter,0.3278,-0.0932,0.0311,0.006,0.1097,-0.0289,0.0381,-0.0324,-0.0783,0,0.3278,0.3278,0.0,Contemporain,Contemporain,0
AUDUSD,SP500,FX_G10,Indices,Inter,0.4551,-0.0764,0.0137,0.062,0.0396,-0.0189,0.0182,-0.0356,-0.044,0,0.4551,0.4551,0.0,Contemporain,Contemporain,0
AUDUSD,HANGSENG,FX_G10,Indices,Inter,0.4768,-0.0399,0.0382,-0.0914,0.0403,-0.0009,0.022,-0.0064,0.0167,0,0.4768,0.4768,0.0,Contemporain,Contemporain,0
AUDUSD,NIKKEI225,FX_G10,Indices,Inter,0.3556,-0.0621,-0.0136,0.0049,0.0116,-0.0569,0.0033,-0.0235,-0.0294,0,0.3556,0.3556,0.0,Contemporain,Contemporain,0
AUDUSD,NASDAQ100,FX_G10,Indices,Inter,0.3724,-0.0619,0.0211,0.0494,0.0478,-0.019,0.0131,-0.0179,-0.0317,0,0.3724,0.3724,0.0,Contemporain,Contemporain,0
AUDUSD,RUSSELL2000,FX_G10,Indices,Inter,0.4681,-0.0717,-0.0061,0.0412,0.0486,-0.0551,0.0605,-0.0217,-0.0221,0,0.4681,0.4681,0.0,Contemporain,Contemporain,0
AUDUSD,EUROSTOXX50,FX_G10,Indices,Inter,0.3134,-0.0917,0.0272,-0.002,0.124,-0.0243,0.0191,-0.0367,-0.0691,0,0.3134,0.3134,0.0,Contemporain,Contemporain,0
AUDUSD,VIX,FX_G10,Indices,Inter,-0.2608,0.0456,-0.05,-0.0389,-0.1194,0.0441,0.0548,0.0302,0.0292,0,-0.2608,0.2608,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,WTI_CRUDE,Commodites,Commodites,Intra,0.9204,0.0658,-0.0296,-0.0673,0.1179,0.0672,-0.0946,0.0074,0.0841,0,0.9204,0.9204,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,EURCHF,Commodites,FX_G10,Inter,0.0953,0.0284,-0.0659,-0.0334,0.0272,0.1,0.0399,-0.0445,-0.0019,1,0.1,0.1,0.0047,BRENT_CRUDE,EURCHF,1
BRENT_CRUDE,EURGBP,Commodites,FX_G10,Inter,-0.1637,-0.0102,-0.0096,0.0171,-0.0437,-0.0192,-0.0102,0.0275,-0.0173,0,-0.1637,0.1637,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,EURJPY,Commodites,FX_G10,Inter,0.1108,-0.0147,-0.0341,0.001,0.0265,0.0227,0.101,0.0031,0.0154,0,0.1108,0.1108,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,EURUSD,Commodites,FX_G10,Inter,0.038,0.0203,0.0278,-0.0905,0.0305,0.0341,0.0027,0.0481,-0.0421,-2,-0.0905,0.0905,0.0525,EURUSD,BRENT_CRUDE,2
BRENT_CRUDE,GBPJPY,Commodites,FX_G10,Inter,0.1958,-0.0033,-0.0206,-0.0106,0.0473,0.0302,0.0836,-0.0146,0.0232,0,0.1958,0.1958,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,GBPUSD,Commodites,FX_G10,Inter,0.1568,0.026,0.0306,-0.0878,0.057,0.0436,0.0081,0.0181,-0.0199,0,0.1568,0.1568,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,GOLD,Commodites,Commodites,Intra,0.0917,-0.0046,0.008,-0.1081,0.0603,-0.0911,-0.0521,0.013,-0.0897,-2,-0.1081,0.1081,0.0164,GOLD,BRENT_CRUDE,2
BRENT_CRUDE,COPPER,Commodites,Commodites,Intra,0.28,0.0733,0.073,-0.0876,0.0098,0.0529,-0.0003,0.006,0.0184,0,0.28,0.28,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,NAT_GAS,Commodites,Commodites,Intra,0.103,-0.0056,-0.0273,-0.0121,-0.0446,0.0281,-0.0004,0.0224,-0.0618,0,0.103,0.103,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,NZDUSD,Commodites,FX_G10,Inter,0.1372,-0.0021,0.0037,-0.0957,0.0578,0.0424,0.0108,0.04,-0.017,0,0.1372,0.1372,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,PLATINUM,Commodites,Commodites,Intra,0.2165,0.0221,0.0361,-0.0253,0.0561,0.0336,0.0369,0.0076,-0.1041,0,0.2165,0.2165,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,SILVER,Commodites,Commodites,Intra,0.2098,0.0185,0.0224,-0.1019,0.0999,-0.0337,-0.0375,0.0355,-0.0625,0,0.2098,0.2098,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,USDCAD,Commodites,FX_G10,Inter,-0.2911,0.0133,0.021,0.0454,-0.0819,-0.0963,-0.0284,0.0208,-0.0005,0,-0.2911,0.2911,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,USDCHF,Commodites,FX_G10,Inter,0.0429,0.0037,-0.0751,0.0467,-0.0007,0.0504,0.0257,-0.075,0.0393,-3,-0.0751,0.0751,0.0322,USDCHF,BRENT_CRUDE,3
BRENT_CRUDE,USDJPY,Commodites,FX_G10,Inter,0.0752,-0.0308,-0.0557,0.078,-0.0026,-0.0074,0.0922,-0.0359,0.0488,2,0.0922,0.0922,0.017,BRENT_CRUDE,USDJPY,2
BRENT_CRUDE,USDNOK,Commodites,FX_G10,Inter,-0.1733,-0.0835,-0.007,-0.1459,0.1293,0.0078,-0.0926,0.0417,-0.0813,0,-0.1733,0.1733,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,USDSEK,Commodites,FX_G10,Inter,-0.0972,-0.0414,-0.0144,0.047,-0.0097,-0.0055,-0.0065,-0.0248,-0.0073,0,-0.0972,0.0972,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,ASX200,Commodites,Indices,Inter,0.4101,0.1354,-0.0345,-0.0744,0.0916,0.1183,0.0019,-0.0733,0.0096,0,0.4101,0.4101,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,DOWJONES,Commodites,Indices,Inter,0.3057,0.0764,-0.0277,-0.1142,0.1448,0.0269,0.0334,0.0551,-0.0478,0,0.3057,0.3057,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,CAC40,Commodites,Indices,Inter,0.2722,0.0193,-0.1033,0.0302,0.183,-0.0102,0.0238,0.0108,0.0581,0,0.2722,0.2722,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,FTSE100,Commodites,Indices,Inter,0.3523,0.0686,-0.1131,0.0132,0.1815,0.0067,-0.0151,-0.0018,0.0087,0,0.3523,0.3523,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,DAX,Commodites,Indices,Inter,0.2607,0.031,-0.1013,0.01,0.1664,-0.0141,0.0446,-0.0019,0.0204,0,0.2607,0.2607,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,SP500,Commodites,Indices,Inter,0.2994,0.0746,-0.0128,-0.0916,0.1336,-0.0074,0.0244,0.0427,-0.0492,0,0.2994,0.2994,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,HANGSENG,Commodites,Indices,Inter,0.2256,-0.0011,0.0166,-0.0313,0.0488,-0.0053,0.0403,-0.0711,0.0342,0,0.2256,0.2256,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,NIKKEI225,Commodites,Indices,Inter,0.227,0.0096,-0.0476,-0.001,0.1413,0.0417,0.0006,-0.0075,-0.0096,0,0.227,0.227,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,NASDAQ100,Commodites,Indices,Inter,0.2151,0.0435,-0.0118,-0.0441,0.1023,-0.042,0.0378,0.028,-0.0443,0,0.2151,0.2151,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,RUSSELL2000,Commodites,Indices,Inter,0.3142,0.0748,-0.0221,-0.0607,0.1652,0.0431,-0.0052,0.0461,-0.0284,0,0.3142,0.3142,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,EUROSTOXX50,Commodites,Indices,Inter,0.2775,0.0211,-0.1112,0.0187,0.1702,-0.0218,0.0292,0.0084,0.0425,0,0.2775,0.2775,0.0,Contemporain,Contemporain,0
BRENT_CRUDE,VIX,Commodites,Indices,Inter,-0.2648,-0.0992,0.038,-0.0313,-0.0744,0.0864,0.0484,-0.0113,0.0011,0,-0.2648,0.2648,0.0,Contemporain,Contemporain,0
WTI_CRUDE,EURCHF,Commodites,FX_G10,Inter,0.0582,0.0299,-0.0841,-0.0257,0.0693,0.0831,0.039,-0.0246,-0.0049,-3,-0.0841,0.0841,0.0259,EURCHF,WTI_CRUDE,3
WTI_CRUDE,EURGBP,Commodites,FX_G10,Inter,-0.1387,-0.0439,-0.0669,0.0504,-0.022,-0.0147,0.0286,0.0345,-0.0189,0,-0.1387,0.1387,0.0,Contemporain,Contemporain,0
WTI_CRUDE,EURJPY,Commodites,FX_G10,Inter,0.0842,0.0118,-0.0638,0.0116,0.0329,0.0628,0.1092,0.0186,-0.0007,2,0.1092,0.1092,0.025,WTI_CRUDE,EURJPY,2
WTI_CRUDE,EURUSD,Commodites,FX_G10,Inter,0.0577,0.0714,0.0185,-0.0707,0.0274,0.0308,0.0161,0.0775,-0.047,3,0.0775,0.0775,0.0198,WTI_CRUDE,EURUSD,3
WTI_CRUDE,GBPJPY,Commodites,FX_G10,Inter,0.1586,0.0406,-0.007,-0.0247,0.0394,0.0584,0.0647,-0.0064,0.0114,0,0.1586,0.1586,0.0,Contemporain,Contemporain,0
WTI_CRUDE,GBPUSD,Commodites,FX_G10,Inter,0.1535,0.094,0.0667,-0.0972,0.0388,0.0375,-0.0106,0.0375,-0.0233,0,0.1535,0.1535,0.0,Contemporain,Contemporain,0
WTI_CRUDE,GOLD,Commodites,Commodites,Intra,0.1167,0.0266,0.0321,-0.1101,0.0356,-0.1218,-0.0271,0.0112,-0.102,1,-0.1218,0.1218,0.0051,WTI_CRUDE,GOLD,1
WTI_CRUDE,COPPER,Commodites,Commodites,Intra,0.281,0.1078,0.1029,-0.0911,0.0172,0.0409,-0.0082,-0.0101,0.0249,0,0.281,0.281,0.0,Contemporain,Contemporain,0
WTI_CRUDE,NAT_GAS,Commodites,Commodites,Intra,0.1238,0.0118,-0.0157,-0.0111,-0.0764,0.0328,-0.0085,0.0027,-0.0535,0,0.1238,0.1238,0.0,Contemporain,Contemporain,0
WTI_CRUDE,NZDUSD,Commodites,FX_G10,Inter,0.1369,0.0741,0.033,-0.0805,0.0501,0.0335,0.0062,0.0428,-0.0202,0,0.1369,0.1369,0.0,Contemporain,Contemporain,0
WTI_CRUDE,PLATINUM,Commodites,Commodites,Intra,0.245,0.0931,0.0698,-0.0622,0.0776,0.0098,0.0424,0.0188,-0.1079,0,0.245,0.245,0.0,Contemporain,Contemporain,0
WTI_CRUDE,SILVER,Commodites,Commodites,Intra,0.2429,0.0643,0.0571,-0.1081,0.0907,-0.0563,-0.0052,0.0328,-0.0816,0,0.2429,0.2429,0.0,Contemporain,Contemporain,0
WTI_CRUDE,USDCAD,Commodites,FX_G10,Inter,-0.2973,-0.0497,-0.0028,0.0468,-0.0829,-0.071,-0.0196,-0.0117,0.02,0,-0.2973,0.2973,0.0,Contemporain,Contemporain,0
WTI_CRUDE,USDCHF,Commodites,FX_G10,Inter,-0.0027,-0.0378,-0.0816,0.0371,0.0349,0.0398,0.0125,-0.0915,0.043,3,-0.0915,0.0915,0.0888,WTI_CRUDE,USDCHF,3
WTI_CRUDE,USDJPY,Commodites,FX_G10,Inter,0.033,-0.0486,-0.076,0.0704,0.0068,0.0335,0.0886,-0.0464,0.0385,2,0.0886,0.0886,0.0556,WTI_CRUDE,USDJPY,2
WTI_CRUDE,USDNOK,Commodites,FX_G10,Inter,-0.094,0.0221,-0.0055,-0.182,0.0797,-0.0753,-0.0837,0.0424,-0.072,-2,-0.182,0.182,0.088,USDNOK,WTI_CRUDE,2
WTI_CRUDE,USDSEK,Commodites,FX_G10,Inter,-0.0906,-0.082,-0.0208,0.0206,-0.0272,-0.0248,-0.0007,-0.0388,-0.0028,0,-0.0906,0.0906,0.0,Contemporain,Contemporain,0
WTI_CRUDE,ASX200,Commodites,Indices,Inter,0.3882,0.1755,0.0282,-0.0976,0.1001,0.1169,0.0038,-0.0626,-0.0029,0,0.3882,0.3882,0.0,Contemporain,Contemporain,0
WTI_CRUDE,DOWJONES,Commodites,Indices,Inter,0.294,0.1665,0.0086,-0.1295,0.139,0.003,0.0478,0.0463,-0.0602,0,0.294,0.294,0.0,Contemporain,Contemporain,0
WTI_CRUDE,CAC40,Commodites,Indices,Inter,0.2294,0.0903,-0.0785,-0.0081,0.1874,0.0104,0.0376,-0.0125,0.0498,0,0.2294,0.2294,0.0,Contemporain,Contemporain,0
WTI_CRUDE,FTSE100,Commodites,Indices,Inter,0.3183,0.1321,-0.0782,-0.0216,0.1963,0.01,0.0003,-0.0081,-0.006,0,0.3183,0.3183,0.0,Contemporain,Contemporain,0
WTI_CRUDE,DAX,Commodites,Indices,Inter,0.2213,0.1091,-0.073,-0.0225,0.172,0.01,0.0418,-0.0247,0.0196,0,0.2213,0.2213,0.0,Contemporain,Contemporain,0
WTI_CRUDE,SP500,Commodites,Indices,Inter,0.287,0.1529,0.022,-0.1036,0.1345,-0.0277,0.0342,0.0287,-0.066,0,0.287,0.287,0.0,Contemporain,Contemporain,0
WTI_CRUDE,HANGSENG,Commodites,Indices,Inter,0.2093,0.0301,0.0371,-0.039,0.0439,0.0213,0.0275,-0.0632,0.0263,0,0.2093,0.2093,0.0,Contemporain,Contemporain,0
WTI_CRUDE,NIKKEI225,Commodites,Indices,Inter,0.2117,0.0966,-0.0481,-0.0236,0.1454,0.0309,0.0305,-0.0361,-0.0301,0,0.2117,0.2117,0.0,Contemporain,Contemporain,0
WTI_CRUDE,NASDAQ100,Commodites,Indices,Inter,0.2058,0.1007,0.0235,-0.0598,0.1137,-0.0615,0.038,0.0147,-0.0609,0,0.2058,0.2058,0.0,Contemporain,Contemporain,0
WTI_CRUDE,RUSSELL2000,Commodites,Indices,Inter,0.3059,0.1538,-0.0015,-0.0612,0.1706,0.0278,0.0099,0.0118,-0.0275,0,0.3059,0.3059,0.0,Contemporain,Contemporain,0
WTI_CRUDE,EUROSTOXX50,Commodites,Indices,Inter,0.2368,0.0894,-0.0843,-0.0207,0.178,0.0036,0.0356,-0.0124,0.0342,0,0.2368,0.2368,0.0,Contemporain,Contemporain,0
WTI_CRUDE,VIX,Commodites,Indices,Inter,-0.2575,-0.1155,-0.0161,0.0309,-0.0827,0.0716,0.0683,0.0047,0.0103,0,-0.2575,0.2575,0.0,Contemporain,Contemporain,0
EURCHF,EURGBP,FX_G10,FX_G10,Intra,0.0909,-0.04,-0.0207,0.0311,-0.0576,-0.0213,0.0105,0.0367,0.0282,0,0.0909,0.0909,0.0,Contemporain,Contemporain,0
EURCHF,EURJPY,FX_G10,FX_G10,Intra,0.3852,-0.0669,-0.033,-0.12,0.0337,0.0209,-0.0167,-0.0778,-0.0694,0,0.3852,0.3852,0.0,Contemporain,Contemporain,0
EURCHF,EURUSD,FX_G10,FX_G10,Intra,0.2236,-0.0626,0.011,-0.0542,-0.0059,0.0839,0.003,-0.0281,-0.0182,0,0.2236,0.2236,0.0,Contemporain,Contemporain,0
EURCHF,GBPJPY,FX_G10,FX_G10,Intra,0.2454,-0.0264,-0.0123,-0.1142,0.0628,0.0292,-0.02,-0.0828,-0.0735,0,0.2454,0.2454,0.0,Contemporain,Contemporain,0
EURCHF,GBPUSD,FX_G10,FX_G10,Intra,0.1143,-0.021,0.0249,-0.0679,0.0388,0.0851,-0.0065,-0.0501,-0.0368,0,0.1143,0.1143,0.0,Contemporain,Contemporain,0
EURCHF,GOLD,FX_G10,Commodites,Inter,-0.1564,-0.0513,0.0334,0.0248,-0.013,-0.0285,0.0644,0.0399,0.0582,0,-0.1564,0.1564,0.0,Contemporain,Contemporain,0
EURCHF,COPPER,FX_G10,Commodites,Inter,0.0954,-0.0029,-0.0693,0.0168,0.0347,0.09,-0.0277,-0.0334,0.0543,0,0.0954,0.0954,0.0,Contemporain,Contemporain,0
EURCHF,NAT_GAS,FX_G10,Commodites,Inter,0.0188,0.0097,0.0246,-0.0429,-0.0064,0.0062,0.0464,-0.0286,-0.0176,2,0.0464,0.0464,0.0276,EURCHF,NAT_GAS,2
EURCHF,NZDUSD,FX_G10,FX_G10,Intra,0.0315,-0.0182,-0.0493,-0.0554,-0.0797,0.0924,0.0645,-0.0089,-0.0261,1,0.0924,0.0924,0.0609,EURCHF,NZDUSD,1
EURCHF,PLATINUM,FX_G10,Commodites,Inter,-0.0352,-0.042,0.0222,0.0343,0.0014,0.0265,0.0084,0.0116,0.049,4,0.049,0.049,0.0138,EURCHF,PLATINUM,4
EURCHF,SILVER,FX_G10,Commodites,Inter,-0.1052,-0.0336,-0.0078,0.0267,0.0122,0.0092,0.08,-0.0061,0.0033,0,-0.1052,0.1052,0.0,Contemporain,Contemporain,0
EURCHF,USDCAD,FX_G10,FX_G10,Intra,-0.0678,0.0498,0.0665,0.0297,0.0055,-0.1236,-0.0391,0.0272,-0.0277,1,-0.1236,0.1236,0.0558,EURCHF,USDCAD,1
EURCHF,USDCHF,FX_G10,FX_G10,Intra,0.6108,-0.0075,-0.0165,-0.1804,0.0105,-0.0641,-0.1789,0.0197,-0.0251,0,0.6108,0.6108,0.0,Contemporain,Contemporain,0
EURCHF,USDJPY,FX_G10,FX_G10,Intra,0.1801,-0.0087,-0.0408,-0.069,0.0353,-0.0524,-0.0181,-0.0488,-0.0504,0,0.1801,0.1801,0.0,Contemporain,Contemporain,0
EURCHF,USDNOK,FX_G10,FX_G10,Intra,-0.0402,0.0525,-0.0109,0.0244,-0.0349,-0.0259,-0.0168,0.0494,-0.0194,-4,0.0525,0.0525,0.0123,USDNOK,EURCHF,4
EURCHF,USDSEK,FX_G10,FX_G10,Intra,-0.1423,0.0123,-0.0045,0.0791,-0.01,-0.0436,0.017,-0.0112,-0.0382,0,-0.1423,0.1423,0.0,Contemporain,Contemporain,0
EURCHF,ASX200,FX_G10,Indices,Inter,0.102,-0.0001,-0.0253,-0.0102,-0.0121,-0.0243,-0.0389,-0.1147,-0.0098,3,-0.1147,0.1147,0.0127,EURCHF,ASX200,3
EURCHF,DOWJONES,FX_G10,Indices,Inter,0.1,-0.028,-0.0174,-0.0275,-0.0358,0.0005,0.0456,-0.0832,-0.0354,0,0.1,0.1,0.0,Contemporain,Contemporain,0
EURCHF,CAC40,FX_G10,Indices,Inter,0.0734,-0.0239,-0.0121,-0.0193,0.0386,-0.0463,-0.0067,-0.0581,-0.0302,0,0.0734,0.0734,0.0,Contemporain,Contemporain,0
EURCHF,FTSE100,FX_G10,Indices,Inter,0.0808,-0.0504,-0.015,0.026,0.0012,-0.0611,-0.0006,-0.0379,0.0094,0,0.0808,0.0808,0.0,Contemporain,Contemporain,0
EURCHF,DAX,FX_G10,Indices,Inter,0.0727,-0.0018,-0.0113,-0.015,0.0156,-0.0266,-0.0206,-0.0429,-0.0196,0,0.0727,0.0727,0.0,Contemporain,Contemporain,0
EURCHF,SP500,FX_G10,Indices,Inter,0.097,-0.0161,-0.0233,-0.0348,-0.0245,-0.0182,0.0309,-0.0815,-0.0572,0,0.097,0.097,0.0,Contemporain,Contemporain,0
EURCHF,HANGSENG,FX_G10,Indices,Inter,0.1052,-0.0039,0.0519,-0.0439,-0.0397,-0.0417,0.009,-0.0352,0.0001,0,0.1052,0.1052,0.0,Contemporain,Contemporain,0
EURCHF,NIKKEI225,FX_G10,Indices,Inter,0.1826,-0.0334,0.0005,-0.0535,-0.0126,-0.0105,-0.0426,-0.0624,-0.0498,0,0.1826,0.1826,0.0,Contemporain,Contemporain,0
EURCHF,NASDAQ100,FX_G10,Indices,Inter,0.0842,-0.005,-0.0286,-0.0399,-0.017,-0.0486,0.0287,-0.0657,-0.0817,0,0.0842,0.0842,0.0,Contemporain,Contemporain,0
EURCHF,RUSSELL2000,FX_G10,Indices,Inter,0.0982,-0.0103,0.0031,-0.0658,-0.0325,-0.0026,0.0151,-0.0602,-0.0287,0,0.0982,0.0982,0.0,Contemporain,Contemporain,0
EURCHF,EUROSTOXX50,FX_G10,Indices,Inter,0.0647,-0.0098,-0.0093,-0.0135,0.0177,-0.0379,-0.0044,-0.0503,-0.0315,0,0.0647,0.0647,0.0,Contemporain,Contemporain,0
EURCHF,VIX,FX_G10,Indices,Inter,-0.1469,0.0244,0.0175,0.0447,-0.0096,0.0623,-0.0009,0.0555,0.0648,0,-0.1469,0.1469,0.0,Contemporain,Contemporain,0
EURGBP,EURJPY,FX_G10,FX_G10,Intra,0.0331,0.04,0.082,-0.0684,-0.0604,-0.0472,0.0101,-0.0172,-0.0163,-3,0.082,0.082,0.0489,EURJPY,EURGBP,3
EURGBP,EURUSD,FX_G10,FX_G10,Intra,0.2009,-0.0162,0.0355,0.0094,-0.0621,0.0698,-0.0307,0.0177,-0.0181,0,0.2009,0.2009,0.0,Contemporain,Contemporain,0
EURGBP,GBPJPY,FX_G10,FX_G10,Intra,-0.6168,0.011,0.084,-0.0055,-0.0479,-0.0351,0.055,0.003,-0.032,0,-0.6168,0.6168,0.0,Contemporain,Contemporain,0
EURGBP,GBPUSD,FX_G10,FX_G10,Intra,-0.5936,-0.0379,0.0525,0.0644,-0.0489,0.0615,0.0301,0.0355,-0.0395,0,-0.5936,0.5936,0.0,Contemporain,Contemporain,0
EURGBP,GOLD,FX_G10,Commodites,Inter,0.0283,0.0105,-0.0034,0.003,-0.0688,0.142,0.0041,0.09,0.0429,1,0.142,0.142,0.1137,EURGBP,GOLD,1
EURGBP,COPPER,FX_G10,Commodites,Inter,-0.0684,0.0218,0.0375,0.0328,-0.0412,0.0213,-0.02,-0.018,0.0126,0,-0.0684,0.0684,0.0,Contemporain,Contemporain,0
EURGBP,NAT_GAS,FX_G10,Commodites,Inter,-0.0452,0.0492,0.0526,-0.0287,0.017,-0.0699,-0.0208,0.0138,0.0286,1,-0.0699,0.0699,0.0247,EURGBP,NAT_GAS,1
EURGBP,NZDUSD,FX_G10,FX_G10,Intra,-0.0723,0.0098,0.0395,0.0691,-0.073,0.042,-0.0373,0.0397,0.002,-1,-0.073,0.073,0.0007,NZDUSD,EURGBP,1
EURGBP,PLATINUM,FX_G10,Commodites,Inter,-0.0517,0.0336,-0.0379,-0.0348,-0.0392,0.0817,-0.0287,0.0251,0.0633,1,0.0817,0.0817,0.03,EURGBP,PLATINUM,1
EURGBP,SILVER,FX_G10,Commodites,Inter,-0.0379,0.0034,-0.0034,-0.0022,-0.072,0.0804,0.001,0.0566,0.0204,1,0.0804,0.0804,0.0425,EURGBP,SILVER,1
EURGBP,USDCAD,FX_G10,FX_G10,Intra,0.0964,-0.0219,-0.0706,0.0397,0.0476,-0.0715,0.0142,-0.0402,0.007,0,0.0964,0.0964,0.0,Contemporain,Contemporain,0
EURGBP,USDCHF,FX_G10,FX_G10,Intra,-0.0948,0.0374,-0.0006,-0.0032,0.0412,-0.1026,0.0492,-0.0247,-0.007,1,-0.1026,0.1026,0.0078,EURGBP,USDCHF,1
EURGBP,USDJPY,FX_G10,FX_G10,Intra,-0.1348,0.0521,0.047,-0.0727,-0.008,-0.1059,0.0369,-0.0327,0.0001,0,-0.1348,0.1348,0.0,Contemporain,Contemporain,0
EURGBP,USDNOK,FX_G10,FX_G10,Intra,-0.0841,0.0003,-0.0566,0.0855,-0.0341,0.0177,0.0395,-0.047,0.0508,-2,0.0855,0.0855,0.0014,USDNOK,EURGBP,2
EURGBP,USDSEK,FX_G10,FX_G10,Intra,-0.0578,0.0029,-0.0548,-0.023,0.0393,-0.045,0.0343,-0.0322,0.0604,4,0.0604,0.0604,0.0026,EURGBP,USDSEK,4
EURGBP,ASX200,FX_G10,Indices,Inter,-0.2576,0.0431,0.0383,-0.0172,-0.0565,-0.0597,-0.0137,0.0057,0.0703,0,-0.2576,0.2576,0.0,Contemporain,Contemporain,0
EURGBP,DOWJONES,FX_G10,Indices,Inter,-0.1701,0.0436,0.0121,-0.0044,-0.1378,-0.0431,-0.03,-0.019,0.0515,0,-0.1701,0.1701,0.0,Contemporain,Contemporain,0
