Leader,Follower,Cat_Leader,Cat_Follower,Intra_Inter,Best_Lag,Best_Pvalue,Best_Fstat,Significant,Pvals_by_lag,Frequency
TY_US10Y,DAX,Bonds,Indices,Inter,1,0.588229,0.2932,False,"{1: 0.5882, 2: 0.689, 3: 0.6055, 4: 0.7057, 5: 0.7197}",Daily
TY_US10Y,SP500,Bonds,Indices,Inter,4,0.012138,3.2136,True,"{1: 0.0436, 2: 0.1563, 3: 0.0326, 4: 0.0121, 5: 0.0225}",Daily
TY_US10Y,HANGSENG,Bonds,Indices,Inter,4,0.215917,1.4468,False,"{1: 0.6772, 2: 0.7233, 3: 0.3416, 4: 0.2159, 5: 0.3187}",Daily
TY_US10Y,NIKKEI225,Bonds,Indices,Inter,1,0.0,56.5276,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
TY_US10Y,NASDAQ100,Bonds,Indices,Inter,4,0.024164,2.8105,True,"{1: 0.0573, 2: 0.1732, 3: 0.0764, 4: 0.0242, 5: 0.0305}",Daily
TY_US10Y,RUSSELL2000,Bonds,Indices,Inter,3,0.006466,4.1034,True,"{1: 0.0302, 2: 0.0336, 3: 0.0065, 4: 0.0099, 5: 0.0209}",Daily
TY_US10Y,EUROSTOXX50,Bonds,Indices,Inter,5,0.425138,0.9853,False,"{1: 0.713, 2: 0.8794, 3: 0.4595, 4: 0.4308, 5: 0.4251}",Daily
TY_US10Y,VIX,Bonds,Indices,Inter,2,0.12096,2.1139,False,"{1: 0.1588, 2: 0.121, 3: 0.2094, 4: 0.1646, 5: 0.1309}",Daily
RX_BUND,TY_US10Y,Bonds,Bonds,Intra,2,0.102414,2.2806,False,"{1: 0.2382, 2: 0.1024, 3: 0.1486, 4: 0.1914, 5: 0.2036}",Daily
RX_BUND,G_GILT,Bonds,Bonds,Intra,1,0.000613,11.7627,True,"{1: 0.0006, 2: 0.003, 3: 0.0071, 4: 0.0015, 5: 0.0023}",Daily
RX_BUND,OAT_FRANCE,Bonds,Bonds,Intra,1,0.431097,0.62,False,"{1: 0.4311, 2: 0.7196, 3: 0.8271, 4: 0.6669, 5: 0.6586}",Daily
RX_BUND,ZINC,Bonds,Commodites,Inter,1,0.04255,4.1169,True,"{1: 0.0425, 2: 0.1041, 3: 0.1393, 4: 0.1362, 5: 0.175}",Daily
RX_BUND,LEAD,Bonds,Commodites,Inter,1,0.008657,6.9019,True,"{1: 0.0087, 2: 0.0322, 3: 0.0495, 4: 0.06, 5: 0.0812}",Daily
RX_BUND,AUDJPY,Bonds,FX_G10,Inter,1,0.0,102.0916,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
RX_BUND,AUDUSD,Bonds,FX_G10,Inter,1,0.183759,1.7678,False,"{1: 0.1838, 2: 0.4047, 3: 0.5586, 4: 0.7293, 5: 0.6184}",Daily
RX_BUND,BRENT_CRUDE,Bonds,Commodites,Inter,4,0.219584,1.4355,False,"{1: 0.8662, 2: 0.9146, 3: 0.7706, 4: 0.2196, 5: 0.2433}",Daily
RX_BUND,WTI_CRUDE,Bonds,Commodites,Inter,4,0.157831,1.6545,False,"{1: 0.901, 2: 0.8225, 3: 0.4943, 4: 0.1578, 5: 0.1579}",Daily
RX_BUND,EURCHF,Bonds,FX_G10,Inter,1,0.0,51.4276,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
RX_BUND,EURGBP,Bonds,FX_G10,Inter,1,0.002566,9.1092,True,"{1: 0.0026, 2: 0.0108, 3: 0.0277, 4: 0.062, 5: 0.0343}",Daily
RX_BUND,EURJPY,Bonds,FX_G10,Inter,1,0.0,330.2767,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
RX_BUND,EURUSD,Bonds,FX_G10,Inter,1,0.000797,11.2715,True,"{1: 0.0008, 2: 0.002, 3: 0.0052, 4: 0.0071, 5: 0.0104}",Daily
RX_BUND,GBPJPY,Bonds,FX_G10,Inter,1,0.0,147.2228,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
RX_BUND,GBPUSD,Bonds,FX_G10,Inter,2,0.496959,0.6994,False,"{1: 0.7426, 2: 0.497, 3: 0.6878, 4: 0.8234, 5: 0.7296}",Daily
RX_BUND,GOLD,Bonds,Commodites,Inter,2,0.243978,1.4114,False,"{1: 0.9754, 2: 0.244, 3: 0.4246, 4: 0.5084, 5: 0.6402}",Daily
RX_BUND,COPPER,Bonds,Commodites,Inter,1,0.411505,0.6746,False,"{1: 0.4115, 2: 0.6619, 3: 0.8082, 4: 0.9069, 5: 0.6756}",Daily
RX_BUND,NAT_GAS,Bonds,Commodites,Inter,2,0.845446,0.1679,False,"{1: 0.8933, 2: 0.8454, 3: 0.9398, 4: 0.9715, 5: 0.9773}",Daily
RX_BUND,NZDUSD,Bonds,FX_G10,Inter,1,0.000123,14.7816,True,"{1: 0.0001, 2: 0.0006, 3: 0.0007, 4: 0.0017, 5: 0.002}",Daily
RX_BUND,PLATINUM,Bonds,Commodites,Inter,5,0.435595,0.9685,False,"{1: 0.6891, 2: 0.9276, 3: 0.552, 4: 0.4885, 5: 0.4356}",Daily
RX_BUND,SILVER,Bonds,Commodites,Inter,2,0.653006,0.4262,False,"{1: 0.8355, 2: 0.653, 3: 0.7966, 4: 0.7792, 5: 0.8231}",Daily
RX_BUND,USDCAD,Bonds,FX_G10,Inter,2,0.392212,0.9363,False,"{1: 0.4662, 2: 0.3922, 3: 0.5551, 4: 0.6911, 5: 0.6325}",Daily
RX_BUND,USDCHF,Bonds,FX_G10,Inter,1,0.002898,8.8859,True,"{1: 0.0029, 2: 0.0061, 3: 0.0137, 4: 0.0265, 5: 0.0456}",Daily
RX_BUND,USDJPY,Bonds,FX_G10,Inter,1,0.0,216.9294,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
RX_BUND,USDNOK,Bonds,FX_G10,Inter,3,3e-06,9.5757,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
RX_BUND,USDSEK,Bonds,FX_G10,Inter,1,0.001839,9.7217,True,"{1: 0.0018, 2: 0.0069, 3: 0.0143, 4: 0.0161, 5: 0.0275}",Daily
RX_BUND,ASX200,Bonds,Indices,Inter,3,2.8e-05,7.9438,True,"{1: 0.1024, 2: 0.0036, 3: 0.0, 4: 0.0, 5: 0.0002}",Daily
RX_BUND,DOWJONES,Bonds,Indices,Inter,3,0.072906,2.3253,False,"{1: 0.2065, 2: 0.1611, 3: 0.0729, 4: 0.0828, 5: 0.1511}",Daily
RX_BUND,CAC40,Bonds,Indices,Inter,3,0.027991,3.0377,True,"{1: 0.0366, 2: 0.1067, 3: 0.028, 4: 0.0458, 5: 0.0832}",Daily
RX_BUND,FTSE100,Bonds,Indices,Inter,3,0.000274,6.3509,True,"{1: 0.0026, 2: 0.0109, 3: 0.0003, 4: 0.0007, 5: 0.0021}",Daily
RX_BUND,DAX,Bonds,Indices,Inter,1,0.125328,2.3508,False,"{1: 0.1253, 2: 0.3342, 3: 0.1281, 4: 0.1564, 5: 0.2622}",Daily
RX_BUND,SP500,Bonds,Indices,Inter,3,0.020489,3.2666,True,"{1: 0.1287, 2: 0.0956, 3: 0.0205, 4: 0.025, 5: 0.0482}",Daily
RX_BUND,HANGSENG,Bonds,Indices,Inter,3,0.027081,3.062,True,"{1: 0.709, 2: 0.7391, 3: 0.0271, 4: 0.0567, 5: 0.1006}",Daily
RX_BUND,NIKKEI225,Bonds,Indices,Inter,1,0.00169,9.8782,True,"{1: 0.0017, 2: 0.0058, 3: 0.0088, 4: 0.0198, 5: 0.0286}",Daily
RX_BUND,NASDAQ100,Bonds,Indices,Inter,3,0.032812,2.9205,True,"{1: 0.0736, 2: 0.0628, 3: 0.0328, 4: 0.0518, 5: 0.0921}",Daily
RX_BUND,RUSSELL2000,Bonds,Indices,Inter,3,0.197511,1.5581,False,"{1: 0.3524, 2: 0.5812, 3: 0.1975, 4: 0.2576, 5: 0.4453}",Daily
RX_BUND,EUROSTOXX50,Bonds,Indices,Inter,3,0.030724,2.969,True,"{1: 0.0481, 2: 0.1553, 3: 0.0307, 4: 0.0518, 5: 0.0875}",Daily
RX_BUND,VIX,Bonds,Indices,Inter,3,0.345444,1.1057,False,"{1: 0.4074, 2: 0.3709, 3: 0.3454, 4: 0.4783, 5: 0.4503}",Daily
G_GILT,TY_US10Y,Bonds,Bonds,Intra,4,0.041364,2.4898,True,"{1: 0.8743, 2: 0.3239, 3: 0.1019, 4: 0.0414, 5: 0.0849}",Daily
G_GILT,RX_BUND,Bonds,Bonds,Intra,4,0.023144,2.8359,True,"{1: 0.3208, 2: 0.4209, 3: 0.5573, 4: 0.0231, 5: 0.0269}",Daily
G_GILT,OAT_FRANCE,Bonds,Bonds,Intra,4,0.104853,1.9169,False,"{1: 0.3615, 2: 0.6302, 3: 0.7069, 4: 0.1049, 5: 0.1465}",Daily
G_GILT,ZINC,Bonds,Commodites,Inter,3,0.014617,3.513,True,"{1: 0.0406, 2: 0.0349, 3: 0.0146, 4: 0.0325, 5: 0.0545}",Daily
G_GILT,LEAD,Bonds,Commodites,Inter,1,0.104246,2.6411,False,"{1: 0.1042, 2: 0.2816, 3: 0.4204, 4: 0.3491, 5: 0.1651}",Daily
G_GILT,AUDJPY,Bonds,FX_G10,Inter,1,0.0,77.7639,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
G_GILT,AUDUSD,Bonds,FX_G10,Inter,1,0.004387,8.1293,True,"{1: 0.0044, 2: 0.0183, 3: 0.012, 4: 0.027, 5: 0.0334}",Daily
G_GILT,BRENT_CRUDE,Bonds,Commodites,Inter,1,0.15335,2.0397,False,"{1: 0.1533, 2: 0.3276, 3: 0.5283, 4: 0.5334, 5: 0.5795}",Daily
G_GILT,WTI_CRUDE,Bonds,Commodites,Inter,1,0.247809,1.3362,False,"{1: 0.2478, 2: 0.3275, 3: 0.5423, 4: 0.6887, 5: 0.6778}",Daily
G_GILT,EURCHF,Bonds,FX_G10,Inter,1,0.000204,13.8299,True,"{1: 0.0002, 2: 0.0011, 3: 0.0031, 4: 0.0033, 5: 0.0019}",Daily
G_GILT,EURGBP,Bonds,FX_G10,Inter,5,8.3e-05,5.2536,True,"{1: 0.0005, 2: 0.0019, 3: 0.0058, 4: 0.0027, 5: 0.0001}",Daily
G_GILT,EURJPY,Bonds,FX_G10,Inter,1,0.0,138.2551,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
G_GILT,EURUSD,Bonds,FX_G10,Inter,1,0.001099,10.6755,True,"{1: 0.0011, 2: 0.0025, 3: 0.0033, 4: 0.0066, 5: 0.0091}",Daily
G_GILT,GBPJPY,Bonds,FX_G10,Inter,1,0.0,136.358,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
G_GILT,GBPUSD,Bonds,FX_G10,Inter,5,0.215696,1.4144,False,"{1: 0.7489, 2: 0.9513, 3: 0.8423, 4: 0.8972, 5: 0.2157}",Daily
G_GILT,GOLD,Bonds,Commodites,Inter,2,0.116706,2.1497,False,"{1: 0.5571, 2: 0.1167, 3: 0.1402, 4: 0.1737, 5: 0.2196}",Daily
G_GILT,COPPER,Bonds,Commodites,Inter,2,0.472246,0.7505,False,"{1: 0.7693, 2: 0.4722, 3: 0.5048, 4: 0.6238, 5: 0.7586}",Daily
G_GILT,NAT_GAS,Bonds,Commodites,Inter,1,0.879399,0.023,False,"{1: 0.8794, 2: 0.8825, 3: 0.964, 4: 0.9856, 5: 0.8817}",Daily
G_GILT,NZDUSD,Bonds,FX_G10,Inter,1,0.0,25.8943,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
G_GILT,PLATINUM,Bonds,Commodites,Inter,4,0.035459,2.5823,True,"{1: 0.5722, 2: 0.0386, 3: 0.0558, 4: 0.0355, 5: 0.0601}",Daily
G_GILT,SILVER,Bonds,Commodites,Inter,2,0.002218,6.1244,True,"{1: 0.197, 2: 0.0022, 3: 0.0056, 4: 0.0119, 5: 0.0231}",Daily
G_GILT,USDCAD,Bonds,FX_G10,Inter,3,0.328045,1.1486,False,"{1: 0.8276, 2: 0.7793, 3: 0.328, 4: 0.4341, 5: 0.4947}",Daily
G_GILT,USDCHF,Bonds,FX_G10,Inter,1,0.0,34.3949,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
G_GILT,USDJPY,Bonds,FX_G10,Inter,1,0.0,221.5355,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
G_GILT,USDNOK,Bonds,FX_G10,Inter,3,0.003133,4.6235,True,"{1: 0.082, 2: 0.0204, 3: 0.0031, 4: 0.0036, 5: 0.0079}",Daily
G_GILT,USDSEK,Bonds,FX_G10,Inter,1,0.030594,4.6803,True,"{1: 0.0306, 2: 0.047, 3: 0.0487, 4: 0.073, 5: 0.103}",Daily
G_GILT,ASX200,Bonds,Indices,Inter,3,6e-05,7.4244,True,"{1: 0.0773, 2: 0.0039, 3: 0.0001, 4: 0.0002, 5: 0.0004}",Daily
G_GILT,DOWJONES,Bonds,Indices,Inter,3,0.003689,4.5065,True,"{1: 0.0848, 2: 0.0155, 3: 0.0037, 4: 0.0043, 5: 0.0118}",Daily
G_GILT,CAC40,Bonds,Indices,Inter,1,0.025665,4.9837,True,"{1: 0.0257, 2: 0.0675, 3: 0.0451, 4: 0.0931, 5: 0.0636}",Daily
G_GILT,FTSE100,Bonds,Indices,Inter,3,0.001163,5.3296,True,"{1: 0.0043, 2: 0.0027, 3: 0.0012, 4: 0.0015, 5: 0.0022}",Daily
G_GILT,DAX,Bonds,Indices,Inter,2,0.06575,2.7245,False,"{1: 0.0951, 2: 0.0657, 3: 0.0788, 4: 0.1389, 5: 0.151}",Daily
G_GILT,SP500,Bonds,Indices,Inter,3,0.00113,5.3499,True,"{1: 0.0892, 2: 0.0471, 3: 0.0011, 4: 0.0014, 5: 0.004}",Daily
G_GILT,HANGSENG,Bonds,Indices,Inter,3,0.016524,3.4237,True,"{1: 0.1545, 2: 0.0251, 3: 0.0165, 4: 0.0348, 5: 0.0622}",Daily
G_GILT,NIKKEI225,Bonds,Indices,Inter,2,0.002928,5.8453,True,"{1: 0.0146, 2: 0.0029, 3: 0.0058, 4: 0.012, 5: 0.0224}",Daily
G_GILT,NASDAQ100,Bonds,Indices,Inter,3,0.004335,4.3907,True,"{1: 0.0977, 2: 0.1381, 3: 0.0043, 4: 0.008, 5: 0.0178}",Daily
G_GILT,RUSSELL2000,Bonds,Indices,Inter,4,0.052196,2.349,False,"{1: 0.1859, 2: 0.3017, 3: 0.0594, 4: 0.0522, 5: 0.0949}",Daily
G_GILT,EUROSTOXX50,Bonds,Indices,Inter,3,0.028296,3.0297,True,"{1: 0.0634, 2: 0.0585, 3: 0.0283, 4: 0.0622, 5: 0.0457}",Daily
G_GILT,VIX,Bonds,Indices,Inter,1,0.095983,2.7729,False,"{1: 0.096, 2: 0.2006, 3: 0.1563, 4: 0.2033, 5: 0.2918}",Daily
OAT_FRANCE,TY_US10Y,Bonds,Bonds,Intra,1,0.339805,0.9115,False,"{1: 0.3398, 2: 0.3678, 3: 0.4875, 4: 0.6812, 5: 0.7932}",Daily
OAT_FRANCE,RX_BUND,Bonds,Bonds,Intra,1,0.282285,1.1565,False,"{1: 0.2823, 2: 0.3357, 3: 0.526, 4: 0.6318, 5: 0.7619}",Daily
OAT_FRANCE,G_GILT,Bonds,Bonds,Intra,1,7.4e-05,15.7605,True,"{1: 0.0001, 2: 0.0004, 3: 0.0011, 4: 0.0007, 5: 0.0016}",Daily
OAT_FRANCE,ZINC,Bonds,Commodites,Inter,1,0.005621,7.6796,True,"{1: 0.0056, 2: 0.0227, 3: 0.0504, 4: 0.0211, 5: 0.042}",Daily
OAT_FRANCE,LEAD,Bonds,Commodites,Inter,1,0.00937,6.7602,True,"{1: 0.0094, 2: 0.0481, 3: 0.1012, 4: 0.1597, 5: 0.1733}",Daily
OAT_FRANCE,AUDJPY,Bonds,FX_G10,Inter,1,0.0,52.0626,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
OAT_FRANCE,AUDUSD,Bonds,FX_G10,Inter,1,0.001734,9.831,True,"{1: 0.0017, 2: 0.0074, 3: 0.0067, 4: 0.0168, 5: 0.0334}",Daily
OAT_FRANCE,BRENT_CRUDE,Bonds,Commodites,Inter,4,0.157928,1.6541,False,"{1: 0.888, 2: 0.4953, 3: 0.3667, 4: 0.1579, 5: 0.2101}",Daily
OAT_FRANCE,WTI_CRUDE,Bonds,Commodites,Inter,4,0.050532,2.3687,False,"{1: 0.4969, 2: 0.4826, 3: 0.1776, 4: 0.0505, 5: 0.0756}",Daily
OAT_FRANCE,EURCHF,Bonds,FX_G10,Inter,1,0.0,25.534,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
OAT_FRANCE,EURGBP,Bonds,FX_G10,Inter,2,2.2e-05,10.7551,True,"{1: 0.0001, 2: 0.0, 3: 0.0001, 4: 0.0002, 5: 0.0002}",Daily
OAT_FRANCE,EURJPY,Bonds,FX_G10,Inter,1,0.0,219.4524,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
OAT_FRANCE,EURUSD,Bonds,FX_G10,Inter,1,0.076411,3.1419,False,"{1: 0.0764, 2: 0.1242, 3: 0.234, 4: 0.2399, 5: 0.3331}",Daily
OAT_FRANCE,GBPJPY,Bonds,FX_G10,Inter,2,0.0,46.1176,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
OAT_FRANCE,GBPUSD,Bonds,FX_G10,Inter,2,0.00194,6.2591,True,"{1: 0.0674, 2: 0.0019, 3: 0.0048, 4: 0.0115, 5: 0.0241}",Daily
OAT_FRANCE,GOLD,Bonds,Commodites,Inter,5,0.279477,1.2577,False,"{1: 0.5712, 2: 0.3505, 3: 0.5406, 4: 0.7033, 5: 0.2795}",Daily
OAT_FRANCE,COPPER,Bonds,Commodites,Inter,1,0.076427,3.1416,False,"{1: 0.0764, 2: 0.1766, 3: 0.3241, 4: 0.3648, 5: 0.5045}",Daily
OAT_FRANCE,NAT_GAS,Bonds,Commodites,Inter,4,0.389061,1.0322,False,"{1: 0.8271, 2: 0.6383, 3: 0.7235, 4: 0.3891, 5: 0.5651}",Daily
OAT_FRANCE,NZDUSD,Bonds,FX_G10,Inter,1,1e-06,23.6285,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
OAT_FRANCE,PLATINUM,Bonds,Commodites,Inter,5,0.729627,0.5615,False,"{1: 0.8623, 2: 0.8788, 3: 0.8291, 4: 0.8839, 5: 0.7296}",Daily
OAT_FRANCE,SILVER,Bonds,Commodites,Inter,5,0.276655,1.264,False,"{1: 0.5004, 2: 0.4553, 3: 0.4623, 4: 0.6221, 5: 0.2767}",Daily
OAT_FRANCE,USDCAD,Bonds,FX_G10,Inter,2,0.268702,1.3148,False,"{1: 0.2809, 2: 0.2687, 3: 0.3096, 4: 0.4145, 5: 0.4549}",Daily
OAT_FRANCE,USDCHF,Bonds,FX_G10,Inter,1,0.008732,6.8865,True,"{1: 0.0087, 2: 0.0277, 3: 0.0572, 4: 0.1062, 5: 0.1779}",Daily
OAT_FRANCE,USDJPY,Bonds,FX_G10,Inter,1,0.0,170.3202,True,"{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
OAT_FRANCE,USDNOK,Bonds,FX_G10,Inter,2,0.108526,2.2225,False,"{1: 0.3979, 2: 0.1085, 3: 0.1892, 4: 0.1461, 5: 0.1129}",Daily
OAT_FRANCE,USDSEK,Bonds,FX_G10,Inter,1,0.529928,0.3946,False,"{1: 0.5299, 2: 0.5826, 3: 0.649, 4: 0.5833, 5: 0.6954}",Daily
OAT_FRANCE,ASX200,Bonds,Indices,Inter,4,0.0,10.5369,True,"{1: 0.0021, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}",Daily
OAT_FRANCE,DOWJONES,Bonds,Indices,Inter,4,0.009513,3.3546,True,"{1: 0.1704, 2: 0.0105, 3: 0.0244, 4: 0.0095, 5: 0.0246}",Daily
OAT_FRANCE,CAC40,Bonds,Indices,Inter,1,0.004745,7.9867,True,"{1: 0.0047, 2: 0.0086, 3: 0.013, 4: 0.0265, 5: 0.0405}",Daily
OAT_FRANCE,FTSE100,Bonds,Indices,Inter,3,0.006004,4.1568,True,"{1: 0.0118, 2: 0.0111, 3: 0.006, 4: 0.0104, 5: 0.02}",Daily
OAT_FRANCE,DAX,Bonds,Indices,Inter,2,0.028252,3.5711,True,"{1: 0.0324, 2: 0.0283, 3: 0.031, 4: 0.0524, 5: 0.068}",Daily
OAT_FRANCE,SP500,Bonds,Indices,Inter,4,0.004624,3.7681,True,"{1: 0.0912, 2: 0.0048, 3: 0.0071, 4: 0.0046, 5: 0.0123}",Daily
OAT_FRANCE,HANGSENG,Bonds,Indices,Inter,3,0.00368,4.5083,True,"{1: 0.0102, 2: 0.0121, 3: 0.0037, 4: 0.0092, 5: 0.0188}",Daily
OAT_FRANCE,NIKKEI225,Bonds,Indices,Inter,3,0.131478,1.8758,False,"{1: 0.7392, 2: 0.1899, 3: 0.1315, 4: 0.2097, 5: 0.144}",Daily
OAT_FRANCE,NASDAQ100,Bonds,Indices,Inter,2,0.009958,4.6169,True,"{1: 0.1003, 2: 0.01, 3: 0.017, 4: 0.0253, 5: 0.0526}",Daily
OAT_FRANCE,RUSSELL2000,Bonds,Indices,Inter,2,0.011519,4.4708,True,"{1: 0.0719, 2: 0.0115, 3: 0.0231, 4: 0.0356, 5: 0.0541}",Daily
OAT_FRANCE,EUROSTOXX50,Bonds,Indices,Inter,3,0.007122,4.0337,True,"{1: 0.0077, 2: 0.0077, 3: 0.0071, 4: 0.0145, 5: 0.0186}",Daily
